Temperature,Model,Cue,Words,Count,sbert_novelty,sbert_appropriateness,sbert_valid_count,fasttext_novelty,fasttext_appropriateness,fasttext_valid_count,glove_novelty,glove_appropriateness,glove_valid_count,bert_l3_novelty,bert_l3_appropriateness,bert_l4_novelty,bert_l4_appropriateness,bert_l5_novelty,bert_l5_appropriateness,bert_l6_novelty,bert_l6_appropriateness,bert_l7_novelty,bert_l7_appropriateness,bert_l8_novelty,bert_l8_appropriateness,bert_l9_novelty,bert_l9_appropriateness,bert_lavg_novelty,bert_lavg_appropriateness,bert_valid_count
Mid,annotator13,ruin,"['buildings', 'mountains', 'rebirth', 'destruction', 'decay', 'collapse', 'remains', 'loss', 'damage', 'failure']",10,67.0325927734375,135.51465606689453,10,76.22383880615234,129.31035614013672,10,68.40771484375,138.08249282836914,10,16.623050689697266,183.58311653137207,14.354856491088867,186.07250308990479,13.410722732543945,187.0862455368042,12.63573932647705,187.57719802856445,15.881048202514648,184.96606349945068,16.175474166870117,185.25467205047607,19.581729888916016,182.981595993042,12.832784652709961,188.13763904571533,10
Mid,annotator13,permission,"['consent', 'contract', 'duty', 'approval', 'access', 'right', 'allowance', 'authority', 'agreement', 'freedom']",10,66.57683563232422,139.6312370300293,10,79.90624237060547,131.55186462402344,10,68.1883544921875,140.0447235107422,10,21.125551223754883,182.99509048461914,18.136981964111328,185.1131591796875,16.89687156677246,186.655611038208,15.56999397277832,187.93474578857422,19.258298873901367,185.09249877929688,18.349834442138672,185.79000568389893,20.165794372558594,184.65217685699463,15.814311981201172,187.66563034057617,10
Mid,annotator13,retreat,"['yoga', 'holiday', 'relaxation', 'community', 'addiction', 'privilege', 'meditation', 'escape', 'silence', 'shelter']",10,71.04827880859375,134.52725982666016,10,77.44956970214844,130.3746337890625,10,70.14092254638672,138.24552154541016,10,19.95459747314453,180.6882209777832,16.997947692871094,183.87545204162598,16.265769958496094,183.3384780883789,15.232460021972656,183.9915714263916,17.141939163208008,181.50921821594238,15.848038673400879,183.09843063354492,18.076467514038086,180.35850143432617,14.570257186889648,184.96468353271484,10
Mid,annotator13,mass,"['people', 'pride', 'cosmos', 'accumulation', 'crowd', 'weight', 'quantity', 'matter', 'size', 'bulk']",10,70.87678527832031,139.27996826171875,10,85.02650451660156,124.26139831542969,10,77.98245239257812,135.50564575195312,10,19.769733428955078,179.73972702026367,17.29819679260254,182.0556812286377,16.112998962402344,183.8407974243164,14.746743202209473,185.4349880218506,18.00557518005371,182.92164039611816,17.149614334106445,183.5060214996338,20.248218536376953,180.99079132080078,14.746443748474121,185.13624668121338,10
Mid,annotator13,gossip,"['human', 'insecurity', 'behavior', 'girls', 'sin', 'fun', 'rumor', 'talk', 'secret', 'reputation']",10,72.43246459960938,132.86060333251953,10,85.42863464355469,123.59629821777344,10,76.61654663085938,128.14305114746094,10,27.269140243530273,177.20706748962402,23.753664016723633,181.4316749572754,23.970643997192383,182.04752349853516,22.611133575439453,183.8113956451416,26.344972610473633,181.46287727355957,26.79303550720215,180.73101425170898,30.17650604248047,178.03164291381836,22.30837631225586,183.6814670562744,10
Mid,annotator13,commitment,"['discipline', 'time', 'relationship', 'investment', 'marriage', 'friendship', 'issues', 'disappointment', 'mutuality', 'responsibility']",10,66.79571533203125,140.35698699951172,10,75.91385650634766,131.76273345947266,10,62.39765930175781,144.00954818725586,10,18.385391235351562,184.15593338012695,16.226768493652344,185.67718124389648,15.147736549377441,186.22107696533203,13.91112995147705,187.8058681488037,16.227474212646484,185.27060317993164,15.976205825805664,186.36596202850342,19.082996368408203,184.2711181640625,13.99517822265625,187.72093677520752,10
Mid,annotator13,prayer,"['religion', 'respect', 'hope', 'community', 'support', 'belief', 'faith', 'trust', 'gratitude', 'comfort']",10,59.029815673828125,143.19680404663086,10,68.4783935546875,128.1094741821289,10,52.10102844238281,142.10869598388672,10,19.02707862854004,180.46378135681152,17.077251434326172,182.5405158996582,17.537668228149414,182.7936725616455,16.768962860107422,183.88944053649902,20.42158317565918,181.91085624694824,19.175569534301758,183.131685256958,22.746368408203125,179.9984073638916,16.088720321655273,184.56041049957275,10
Mid,annotator13,taste,"['tongue', 'food', 'fashion', 'individuality', 'sense', 'flavor', 'preference', 'sweetness', 'bitterness', 'appetite']",10,66.40477752685547,149.99008178710938,10,77.6419677734375,140.03271484375,10,69.44629669189453,148.56439971923828,10,23.028165817260742,180.3190460205078,19.57017707824707,182.13882064819336,19.825435638427734,181.9905014038086,17.95366096496582,183.6709976196289,19.525367736816406,180.28904342651367,18.239490509033203,179.4956760406494,20.290691375732422,174.2777042388916,16.853111267089844,183.89372634887695,10
Mid,annotator13,score,"['football', 'exams', 'ranking', 'happiness', 'disappointment', 'result', 'number', 'grade', 'point', 'outcome']",10,68.6076431274414,141.4109878540039,10,84.85199737548828,122.64053344726562,10,74.28876495361328,131.99073791503906,10,19.966371536254883,178.17029571533203,18.09311294555664,180.5657958984375,18.460674285888672,180.0790786743164,18.071826934814453,182.0767707824707,21.993139266967773,178.34698486328125,22.09418487548828,178.83467292785645,27.338794708251953,174.33629035949707,17.510629653930664,181.99873161315918,10
Mid,annotator13,welfare,"['peace', 'money', 'luxury', 'purpose', 'state', 'obligation', 'poverty', 'man', 'stereotype', 'success']",10,65.44127655029297,141.0898208618164,10,82.74183654785156,129.41535186767578,10,67.36341094970703,140.62956619262695,10,20.86568832397461,181.9226894378662,17.876970291137695,184.1083688735962,17.407251358032227,184.98010921478271,16.28404426574707,185.31408596038818,18.62110710144043,182.9349308013916,17.77412223815918,184.11648559570312,19.782499313354492,181.5656566619873,15.892939567565918,185.73512744903564,10
Mid,annotator14,lecture,"['professor', 'literature', 'talk', 'reprimand', 'theatre', 'presentation', 'performance', 'notes', 'concentration', 'slides']",10,72.33187103271484,136.81766510009766,10,81.06446838378906,134.91110229492188,10,76.57132720947266,140.61502075195312,10,26.607147216796875,178.0440158843994,24.076847076416016,180.60313034057617,25.10494041442871,181.10893058776855,23.480026245117188,181.81863594055176,25.577281951904297,180.48423767089844,24.758577346801758,180.83405113220215,28.826635360717773,177.2558536529541,22.379776000976562,182.7730827331543,10
Mid,annotator14,plaster,"['mould', 'clay', 'wall', 'brick', 'cast', 'lime', 'cement', 'water', 'platter', 'mixer']",10,67.29546356201172,137.28080368041992,10,69.20951843261719,145.8203125,10,63.517879486083984,150.96258544921875,10,24.437725067138672,181.11080741882324,20.75042724609375,183.72982597351074,19.850862503051758,183.76996040344238,19.123876571655273,185.2405071258545,22.11845588684082,182.7237606048584,21.41358184814453,183.31990242004395,24.676145553588867,180.46604347229004,18.64124870300293,185.74183750152588,10
Mid,annotator14,conviction,"['trial', 'decision', 'guilt', 'case', 'criminal', 'belief', 'verdict', 'persuasion', 'argument', 'suspect']",10,59.192710876464844,148.47290420532227,10,71.31082916259766,143.30889129638672,10,56.61864471435547,154.79449462890625,10,18.119626998901367,183.49432945251465,15.813867568969727,185.79833793640137,15.192892074584961,186.55910682678223,14.97817325592041,186.37058448791504,17.71159553527832,184.0834035873413,16.749773025512695,185.160906791687,18.783382415771484,181.62618446350098,14.048748016357422,187.35282230377197,10
Mid,annotator14,cotton,"['ball', 'fluff', 'fabric', 'fibre', 'clothes', 'plant', 'fields', 'cultivation', 'water', 'labor']",10,67.99727630615234,139.77921676635742,10,80.23225402832031,133.71693420410156,10,77.4432601928711,137.6260108947754,10,24.551496505737305,181.11680030822754,21.014602661132812,183.87986183166504,20.617115020751953,184.26000785827637,18.970151901245117,185.25389099121094,20.854000091552734,183.2508945465088,19.84504508972168,184.11450862884521,22.866634368896484,181.63324356079102,18.59166145324707,185.8359785079956,10
Mid,annotator14,summary,"['text', 'heads-up', 'shortening', 'wordcount', 'article', 'comprehension', 'compact', 'explanation', 'points', 'document']",10,77.33570861816406,131.52286529541016,10,84.61317443847656,126.88026428222656,10,88.29150390625,123.4440689086914,10,32.39972686767578,172.57599258422852,29.166418075561523,175.57031440734863,30.678138732910156,175.11718368530273,29.018051147460938,175.7017707824707,33.0872688293457,172.18283462524414,32.52595520019531,172.30523490905762,35.53260803222656,168.99361610412598,27.696823120117188,176.76718521118164,10
Mid,annotator14,rice,"['grain', 'food', 'dinner', 'asia', 'field', 'terrace', 'water', 'sushi', 'wok', 'wedding']",10,68.92623138427734,141.84954833984375,10,81.81700897216797,131.606689453125,10,75.01251983642578,138.69778442382812,10,20.094467163085938,181.42211532592773,16.916454315185547,184.46965980529785,15.657160758972168,186.1482400894165,14.24072551727295,186.2098159790039,16.46931266784668,183.8560962677002,15.714329719543457,185.19446849822998,19.184457778930664,182.96380996704102,14.43673324584961,186.5573320388794,10
Mid,annotator14,trap,"['hole', 'fall', 'fool', 'surprise', 'shock', 'enclosure', 'catch', 'mouse', 'animal', 'prison']",10,72.08695220947266,135.58557891845703,10,81.49861907958984,130.5226058959961,10,70.06725311279297,137.00485229492188,10,21.768213272094727,180.06804275512695,18.462970733642578,183.97065544128418,18.34259796142578,184.45275115966797,17.056747436523438,186.2340259552002,20.425029754638672,183.4429759979248,19.72502326965332,184.80417728424072,21.722814559936523,184.13912963867188,16.59928321838379,186.19632148742676,10
Mid,annotator14,viola,"['violin', 'wood', 'curl', 'string', 'bridge', 'c-clef', 'bow', 'orchestra', 'quartet', 'music']",10,73.10740661621094,129.98487091064453,10,80.19178771972656,127.18950653076172,10,72.41570281982422,137.03636932373047,9,28.53022575378418,174.78502082824707,24.956256866455078,177.71374702453613,23.22323989868164,179.0200424194336,21.58099937438965,180.56781387329102,23.8853759765625,178.11116409301758,23.028162002563477,179.52840614318848,26.771465301513672,175.27014541625977,21.58495330810547,180.8439598083496,10
Mid,annotator14,muzzle,"['snout', 'dog', 'basket', 'bite', 'restriction', 'safety', 'danger', 'pipe', 'end', 'trigger']",10,69.03687286376953,135.0021514892578,10,82.75250244140625,127.35458374023438,10,76.61933898925781,126.85848236083984,10,19.716388702392578,181.19204902648926,16.869850158691406,182.59207725524902,16.271677017211914,182.22614669799805,15.692559242248535,183.9533977508545,19.199970245361328,181.2014446258545,18.116268157958984,182.3066349029541,20.41023826599121,180.43324661254883,15.24304485321045,184.89316844940186,10
Mid,annotator14,trigger,"['signal', 'lever', 'cause', 'reaction', 'stress', 'firearm', 'bullet', 'danger', 'trauma', 'switch']",10,69.28617095947266,136.67892837524414,10,81.84937286376953,135.91525268554688,10,73.3603515625,145.5125503540039,10,19.788002014160156,182.95707321166992,17.04024314880371,185.12406539916992,16.058061599731445,186.47449588775635,15.28209114074707,187.48953914642334,17.51602554321289,186.18822956085205,16.13545799255371,186.78798389434814,17.42153549194336,185.8617467880249,14.427481651306152,188.04211616516113,10
Mid,annotator15,phase,"['coffee', 'ball', 'crooked', 'keyboard', 'lamp', 'water', 'box', 'curtains', 'metal', 'lovely']",10,69.16658782958984,123.60569763183594,10,82.18565368652344,106.26786041259766,10,76.60455322265625,114.43658447265625,10,21.69737434387207,175.31009674072266,17.433504104614258,179.22734832763672,15.952290534973145,179.1023406982422,14.456820487976074,181.81497955322266,16.71726417541504,181.29069328308105,15.824858665466309,183.49394607543945,18.477210998535156,181.8518772125244,14.55178451538086,183.1290283203125,10
Mid,annotator15,guerrilla,"['grass', 'cup', 'cabbage', 'trashcan', 'google', 'scissors', 'lips', 'random', 'tip', 'planning']",10,72.13587951660156,123.41626739501953,9,85.89664459228516,109.09606170654297,9,79.97850799560547,106.20792388916016,9,23.32552146911621,180.7268524169922,19.193761825561523,183.08098220825195,18.418228149414062,183.3753662109375,17.45313835144043,183.82609176635742,20.112998962402344,178.05354690551758,18.554317474365234,179.26631355285645,21.66825294494629,176.34757614135742,17.172061920166016,184.26355457305908,9
Mid,annotator15,coordination,"['belly', 'song', 'pasta', 'pottery', 'wastebin', 'phone', 'pimple', 'toilet', 'earplugs', 'plastic']",10,73.72002410888672,122.31196594238281,10,86.89366912841797,105.85212707519531,10,89.99815368652344,102.98501586914062,10,27.77324867248535,177.17959594726562,23.461904525756836,180.7557888031006,21.740375518798828,182.64607048034668,19.786190032958984,184.1874942779541,22.627138137817383,182.01719665527344,21.771400451660156,182.7651882171631,24.7044677734375,180.15456581115723,19.699951171875,184.1700553894043,10
Mid,annotator15,stock,"['hair', 'internet', 'paper', 'anger', 'eyes']",5,,,5,,,5,,,5,,,,,,,,,,,,,,,,,5
Mid,annotator16,heel,"['foot', 'myth', 'pain', 'shoe', 'dress', 'model', 'skirt', 'gala', 'uncomfort', 'boot']",10,66.6373291015625,143.75867080688477,10,79.9052734375,130.7206573486328,10,72.9017562866211,137.4779510498047,10,19.707155227661133,180.3887767791748,15.7962007522583,185.19422245025635,14.807806968688965,186.3742380142212,13.819067001342773,187.10737419128418,15.633463859558105,185.34681510925293,15.373377799987793,185.69857597351074,17.640281677246094,184.04687690734863,13.342589378356934,187.09522438049316,10
Mid,annotator16,circulation,"['wind', 'car', 'traffic', 'airconditioning', 'blood', 'vein', 'energy', 'heart', 'health', 'atmosphere']",10,66.79705047607422,135.24819946289062,9,81.20257568359375,121.3469467163086,9,73.13421630859375,127.9677963256836,9,20.833852767944336,180.25450706481934,16.971996307373047,184.0266628265381,14.5770263671875,185.97067260742188,14.183351516723633,186.63372230529785,17.92563247680664,183.55633354187012,17.589265823364258,183.65239715576172,20.667766571044922,181.51922225952148,14.820564270019531,186.2599220275879,9
Mid,annotator16,hut,"['wood', 'forest', 'fireplace', 'pot', 'tea', 'straw', 'safari', 'mountain', 'chalet', 'goblin']",10,66.55708312988281,132.08554077148438,10,76.7859878540039,131.1104736328125,10,71.24691772460938,132.61791229248047,10,20.31850814819336,179.60736465454102,16.359302520751953,183.4126682281494,15.499934196472168,184.73465633392334,14.553852081298828,185.33958053588867,16.391468048095703,183.89531707763672,15.578514099121094,183.95688438415527,16.891366958618164,182.24380111694336,13.892574310302734,186.018404006958,10
Mid,annotator16,situation,"['place', 'location', 'update', 'condition', 'circumstance', 'politics', 'relationship', 'holiday', 'housing', 'analysis']",10,67.4982681274414,146.33991241455078,10,81.46218872070312,132.83352661132812,10,71.79116821289062,146.90377044677734,10,18.55255889892578,184.8901777267456,16.105751037597656,186.8459644317627,16.07447624206543,187.53967475891113,16.80193328857422,187.5699167251587,21.28824806213379,184.35509395599365,21.084360122680664,184.96016311645508,25.260034561157227,181.89711570739746,16.172592163085938,187.73951721191406,10
Mid,annotator16,permission,"['license', 'alcohol', 'cigarette', 'car', 'sign', 'permit', 'approval', 'consent', 'question', 'parent']",10,64.49456787109375,129.6909637451172,10,77.26553344726562,128.3684844970703,10,68.79090881347656,133.47125244140625,10,20.112201690673828,182.51887702941895,17.498844146728516,184.9243564605713,16.86323356628418,186.39090251922607,15.220406532287598,187.91042518615723,17.3552303314209,185.4302854537964,16.736631393432617,185.7770118713379,20.14510726928711,183.61737632751465,15.000539779663086,187.47217464447021,10
Mid,annotator16,taste,"['food', 'clothes', 'music', 'interior', 'disgust', 'tongue', 'smell', 'flavor', 'men', 'women']",10,62.311012268066406,147.4884033203125,10,80.67134857177734,133.85906219482422,10,74.8653793334961,141.57816696166992,10,20.69806671142578,181.31647491455078,18.240699768066406,182.94708061218262,18.037322998046875,183.71886253356934,16.835222244262695,184.95895862579346,20.0927734375,180.72243690490723,20.212953567504883,179.77878761291504,24.37832260131836,173.60118293762207,16.539024353027344,184.80518627166748,10
Mid,annotator16,cotton,"['plant', 'plantation', 'flower', 'sweater', 'factory', 'labor', 'waste', 'slavery', 'clothes', 'material']",10,66.67255401611328,138.13154220581055,10,77.98822784423828,127.57025146484375,10,73.5045166015625,133.89972686767578,10,19.270191192626953,182.27667045593262,15.795543670654297,184.98817539215088,14.895846366882324,186.39967155456543,14.612977027893066,186.8582992553711,17.852821350097656,183.96417236328125,17.569307327270508,184.4387788772583,20.95357322692871,181.57646560668945,14.433547973632812,186.94367122650146,10
Mid,annotator16,trap,"['mouse', 'beer', 'rap', 'music', 'genre', 'catch', 'film', 'animal', 'rat', 'pain']",10,63.029449462890625,135.0614013671875,10,79.85179138183594,118.67586517333984,10,73.76506042480469,124.46058654785156,10,22.577796936035156,177.9497184753418,19.800722122192383,181.1771183013916,18.24527359008789,182.62762641906738,17.739728927612305,183.93383407592773,20.9478816986084,181.61307334899902,20.564786911010742,183.20553588867188,24.145109176635742,180.75994110107422,17.131959915161133,184.37541389465332,10
Mid,annotator16,viola,"['flower', 'instrument', 'string', 'concert', 'orchestra', 'music', 'elderly', 'plant', 'food', 'upperclass']",10,67.54783630371094,136.95525360107422,10,75.72132110595703,130.7295913696289,10,73.3577880859375,133.0457000732422,10,20.415220260620117,177.66575050354004,17.989978790283203,180.19732475280762,17.132291793823242,181.68567657470703,16.4491024017334,182.5017375946045,18.6989688873291,179.90016174316406,18.07508087158203,180.80558967590332,22.615537643432617,176.5399627685547,15.818245887756348,182.92963409423828,10
Mid,annotator16,disapproval,"['approval', 'emotion', 'expression', 'opinion', 'dislike', 'adultery', 'lie', 'disobedience', 'tolerance', 'judgement']",10,71.33602905273438,138.86526107788086,10,80.78981018066406,133.84387969970703,10,72.62271881103516,134.25823211669922,10,18.99261474609375,185.0223970413208,16.403881072998047,186.95873355865479,16.99441909790039,187.40747165679932,17.05054473876953,187.7920627593994,21.237165451049805,184.72284126281738,19.321704864501953,186.13974571228027,21.70655059814453,184.52995681762695,15.680703163146973,188.71562480926514,10
Mid,annotator2,norm,"['rule', 'distribution', 'individual', 'dynamics', 'habit', 'violation', 'law', 'abnormality', 'compliance', 'agreement']",10,74.21468353271484,125.8534927368164,10,80.16140747070312,125.27104949951172,10,68.51700592041016,135.8167724609375,10,21.754465103149414,178.67196655273438,19.92963981628418,180.6273956298828,19.07891082763672,182.13487434387207,18.036039352416992,183.2453556060791,20.45306396484375,181.08946228027344,19.660486221313477,181.39785766601562,24.040603637695312,177.06937408447266,17.11847686767578,183.413818359375,10
Mid,annotator2,road,"['sign', 'accident', 'rule', 'fine', 'surveillance', 'asphalt', 'journey', 'excitement', 'kill', 'direction']",10,74.76712799072266,139.13225555419922,10,90.34636688232422,125.93463134765625,10,80.33729553222656,135.74105072021484,10,21.66022300720215,179.66450691223145,18.16469383239746,182.0457248687744,18.09055519104004,183.23332595825195,17.54722785949707,183.88486289978027,20.86131477355957,179.68751335144043,20.617979049682617,177.78735160827637,24.092275619506836,174.6899929046631,16.798391342163086,183.246431350708,10
Mid,annotator2,prayer,"['religion', 'desperation', 'airport', 'isolation', 'immersion', 'speech', 'silence', 'bow', 'ritual', 'order']",10,73.84343719482422,133.55013275146484,10,81.41960906982422,124.59921264648438,10,76.5163803100586,132.31107330322266,10,20.162654876708984,180.1818141937256,16.886672973632812,183.1638412475586,16.35614776611328,184.1346607208252,16.001405715942383,185.24533367156982,20.469085693359375,182.16893005371094,20.982929229736328,182.85778999328613,26.91189956665039,179.16733360290527,16.335763931274414,184.94595432281494,10
Mid,annotator2,muzzle,"['protection', 'thief', 'canine', 'persecution', 'plastic', 'restriction', 'human', 'safety', 'freedom', 'ventilation']",10,70.42506408691406,128.3084487915039,10,83.92939758300781,119.20646667480469,10,79.07730865478516,117.43054962158203,10,18.231809616088867,181.34649848937988,15.396092414855957,182.86122512817383,14.17247200012207,183.16064262390137,13.475163459777832,184.67356395721436,15.730950355529785,182.36837768554688,15.840193748474121,182.5521240234375,18.376354217529297,180.2023525238037,13.15135669708252,185.27320766448975,10
Mid,annotator2,prosecution,"['court', 'fairness', 'document', 'procedure', 'innocence', 'suit', 'logic', 'dignity', 'defense', 'truth']",10,71.36790466308594,138.24027252197266,10,80.99945831298828,127.9232406616211,10,72.19337463378906,139.2362060546875,10,20.1800479888916,182.89817428588867,18.098922729492188,184.2862367630005,17.45857810974121,185.0842161178589,16.00570297241211,184.7357702255249,17.76372718811035,180.54821395874023,16.493297576904297,180.9045009613037,19.09585952758789,178.61763954162598,15.107268333435059,185.99882411956787,10
Mid,annotator2,dust,"['spring', 'sneeze', 'desert', 'mask', 'weather', 'opacity', 'particle', 'mixture', 'health', 'respiration']",10,76.15855407714844,135.99222564697266,10,85.97869873046875,125.5206527709961,10,81.99262237548828,132.4428482055664,10,31.92746353149414,172.68739128112793,27.767436981201172,177.3995361328125,28.207019805908203,178.78973197937012,26.623729705810547,180.07670783996582,29.098600387573242,177.08258628845215,27.864933013916016,177.80963325500488,30.186620712280273,176.1968231201172,25.68922996520996,179.86211013793945,10
Mid,annotator2,gratitude,"['attitude', 'resource', 'privilege', 'pray', 'recognition', 'satisfaction', 'degree', 'reward', 'positivity', 'gift']",10,74.95916748046875,134.66321563720703,10,82.1578140258789,130.90230560302734,10,71.72600555419922,138.63320922851562,10,20.068729400634766,182.01455688476562,17.842649459838867,184.06008338928223,18.048885345458984,184.02868843078613,16.916902542114258,184.78006267547607,19.40916633605957,182.25047492980957,18.762916564941406,182.55452156066895,22.191484451293945,179.57253074645996,16.15381622314453,185.2005853652954,10
Mid,annotator2,canvas,"['education', 'painter', 'wood', 'texture', 'white', 'hand', 'balance', 'tripod', 'observation', 'creation']",10,70.57225799560547,134.60626983642578,10,83.4849624633789,126.54939270019531,10,74.1636962890625,132.61663055419922,10,21.71007537841797,177.10945892333984,18.54833221435547,180.95966720581055,17.799922943115234,181.4039306640625,16.80162239074707,182.7170238494873,19.666269302368164,181.1135597229004,18.648168563842773,182.53471183776855,23.345869064331055,179.5705223083496,16.635591506958008,183.52336502075195,10
Mid,annotator2,trigger,"['gun', 'trauma', 'chain', 'cause', 'catastrophe', 'wound', 'crisis', 'emotion', 'reaction', 'escape']",10,64.99833679199219,130.77660369873047,10,79.02771759033203,126.90934753417969,10,70.0201416015625,136.85863494873047,10,19.210880279541016,182.24710083007812,16.60173225402832,184.62353515625,14.908519744873047,186.45796012878418,14.15981388092041,187.3816623687744,16.52454948425293,186.1074333190918,15.272085189819336,186.55974578857422,16.4916934967041,185.45075798034668,13.527115821838379,187.8375244140625,10
